"구분","등록번호","청구기호","서명","저작자","발행자","발행년","가격","자료실명"
"409","EM0000380398","911.063-하53ㄱ","(우리 역사에서 사라진) 근현대 인물 한국사  : 역사의 재발견","하성환 지음","살림터","2019","18000","종합자료실"
"410","EM0000380399","981.4102-조222ㅅ","(트래블로그) 스코틀랜드 & 에든버러, 글래스고  = Scotland & Edinbourgh, Glasgow  : 영국인 듯 영국이 아닌 스코틀랜드  : 2019-2020 최신판","조대현  ; 정덕진 글  ; 조대현 사진","NOW","2019","15000","종합자료실"
"411","EM0000380400","811.909-김77ㅇ","오횡묵의 「여수잡영」 120년 전 여수를 읊다","김준옥, 김병호, 김희태 지음","심미안","2018","18000","종합자료실"
"412","EM0000380401","911.065-정67ㅅ","3·1혁명을 이끈 민족대표 33인","정운현 지음","역사인","2019","22000","종합자료실"
"413","EM0000380402","926-정222ㅇ","68혁명, 상상력이 빚은 저항의 역사","정대성 지음","당대","2019","18000","종합자료실"
"414","EM0000380403","549.1-김53ㄱ","경운궁 이야기  = The story of Gyeongun-gung palace  : 대한제국 황궁의 역사찾기","김성도 글","고려","2018","22000","종합자료실"
"415","EM0000380404","331.54-솔235ㄱ","경험 수집가의 여행  : 앤드루 솔로몬, 7대륙 25년의 기록","앤드루 솔로몬 지음  ; 김명남 옮김","열린책들","2019","25000","종합자료실"
"416","EM0000380405","911.0495-고234","고려에서 조선으로  : 여말선초, 단절인가 계승인가","강문식, 김용태, 김윤정, 박진훈, 서은혜, 소순규, 손성필, 송웅섭, 양혜원, 이규철, 이명미, 이민우, 정동훈, 정요근, 최봉준, 최종석 지음","역사비평사","2019","22000","종합자료실"
"417","EM0000380406","920.2-최94ㄱ","그리스·로마의 역사와 문화","최혜영 지음","전남대학교","2019","12000","종합자료실"
"418","EM0000380407","913-서58ㄱ","근현대 일본의 지정학적 상상력  : 야마가타 아리토모-아베 신조","서승원 지음","고려대학교","2018","23000","종합자료실"
"419","EM0000380408","001-권72ㄱ","길고 짧은 건 대 봐야 아는 법  : 고대 그리스부터 현재 대한민국까지, 재판으로 보는 세계사","권재원 지음","서유재","2019","15000","종합실(청소년)"
"420","EM0000380409","중390.99-펑223ㄴ","나, 펑더화이에 대하여 쓰다","펑더화이 지음  ; 이영민 옮김","앨피","2018","18000","중국문화정보실"
"421","EM0000380410","911.06-심65ㄴ","나는 여성이고, 독립운동가입니다  : 다시 쓰는 독립운동 이야기","심옥주 지음  ; 장경혜 일러스트","우리학교","2019","13500","종합실(청소년)"
"422","EM0000380411","986.302-이92ㄴ","뉴질랜드 관통기  : 뉴질랜드 자동차 일주에 관한 거의 모든 것","이해승 지음","책과나무","2019","14800","종합자료실"
"423","EM0000380412","986.5502-조68ㄴ","(MY 버킷리스트) 뉴칼레도니아  = New Caledonia","조은영, 구지회 글  ; 이창주 사진","에어칼린 드림아일랜드","2018","12000","종합자료실"
"424","EM0000380413","981.4102-안94ㄷ","다낭 100배 즐기기 = Da nang  : 호이안, 후에, 미썬, 바나 힐","안혜연 지음","RHK(알에이치코리아)","2019","13800","종합자료실"
"425","EM0000380414","981.502-바67ㄷ","다람살라에서 보낸 한 철","임 바유다스 지음","아시아","2019","10500","종합자료실"
"426","EM0000380415","331.47-녹58ㄷ","도시 아틀라스","폴 녹스 엮음  ; 손정렬, 박경환, 지상현 옮김","푸른길","2019","35000","종합자료실"
"427","EM0000380416","911.063-가12ㄷ","독립선언서  : 3·1운동 100주년 기념","가갸날 지음","가갸날","2019","11000","종합자료실"
"428","EM0000380417","818-박77ㄷ","두려움이 키운 용기","박주희 지음","드림워커","2019","14800","종합자료실"
"429","EM0000380418","984.29302-이39ㄹ","라스베이거스 홀리데이 = Las Vegas","이미랑 글·사진","꿈의지도","2019","15000","종합자료실"
"430","EM0000380419","981.32302-양39ㄹ","리얼 도쿄  = Real Tokyo  : plus 요코하마 가마쿠라 에노시마 하코네  : 2019~2020년 최신판","양미석 지음","한빛라이프","2019","17000","종합자료실"
"431","EM0000380420","911.065-조91ㅁ","만세열전  : 3·1운동의 기획자들·전달자들·실행자들","조한성 지음","생각정원","2019","16000","종합자료실"
"432","EM0000380421","911.0491-정66ㅁ","목호의 난  : 1374 제주","정용연 지음","딸기책방","2019","18000","종합자료실"
"433","EM0000380422","911-이96ㅂ","백두산 답사와 한중 국경사","이화자 지음","혜안","2019","32000","종합자료실"
"434","EM0000380423","중981.212602-임68ㅂ","北京  : 베이징에 반하다","임은지 지음","혜지원","2017","17000","중국문화정보실"
"435","EM0000380424","중594.019-류75ㅂ","북경 맛집 어디까지 가봤니  : 다큐 전문 PD의 본격 북경 미식 탐험","류종훈 지음","비단숲","2018","16500","중국문화정보실"
"436","EM0000380425","540.0923-나59ㅂ","북유럽이 좋아!  : 핀란드·스웨덴·덴마크·노르웨이 건축 디자인 여행","나시에 지음  ; 이현욱 옮김","미디어샘","2019","15000","종합자료실"
"437","EM0000380426","334.24-서33ㅅ","사악한 소년  : 빅토리아 시대 어린 살인자의 미스터리","케이트 서머스케일 지음  ; 김희주 옮김","클","2019","18000","종합자료실"
"438","EM0000380427","337.1-만45ㅅ","삼천리 앙케-트  : 1929-1942","만복당 편저","만복당","2019","12000","종합자료실"
"439","EM0000380428","909-무73ㅅ-2","세계사톡. 2, 중세의 빛과 그림자","무적핑크 ; 핑크잼 지음","위즈덤하우스 미디어그룹","2019","15300","종합자료실"
"440","EM0000380429","982.702-강849ㅅ","스페인 예술로 걷다 : 가우디와 돈키호테를 만나는 인문 여행","강필 지음","지식서재","2019","17600","종합자료실"
"441","EM0000380430","341-시65ㄱ","(시오노 나나미의) 국가 이야기","시오노 나나미 지음 ; 한성례 편역","북스코리아","2019","15000","종합자료실"
"442","EM0000380431","983.02-조53ㅇ","아! Free! 카!  : 현실 자매의 짠 내 나는 아프리카 여행기","조선율 글·사진, 조선들 사진","아라크네","2019","17000","종합자료실"
"443","EM0000380432","982.02-다68ㅇ","언제 가도 좋을 여행, 유럽  : 런던 암스테르담 그리고 델프트","다은 글과 디자인  ; 김다은, 백인천 사진","피톤치드","2019","15000","종합자료실"
"444","EM0000380433","981.4102-박55ㄷ","다낭 홀리데이 = Da nang : 호이안·후에","박솔희 글·그림","꿈의지도","2019","15000","종합자료실"
"445","EM0000380434","942.06-홍64ㅇ","에디슨과 함께하는 미국의 탄생과 남북전쟁  = The birth of USA & the Civil War with Edison","홍영표 지음","키티스산학연정보","2019","12000","종합자료실"
"446","EM0000380435","233.09-윤37ㅇ-1","예언대로 전개되는 세계역사. 1권, 배척받은 역사의 이단아 이스라엘","윤무종 지음","노블메리지","2019","23000","종합자료실"
"447","EM0000380436","911.065-김73ㅇ","오늘과 마주한 3·1운동  : 민주주의의 눈으로 새롭게 읽다","김정인 지음","책과함께","2019","13000","종합자료실"
"448","EM0000380437","594.019-박811ㅇ","오사카는 기꺼이 서서 마신다  : 요리사 박찬일이 발품으로 찾아낸 오사카 술집과 미식 이야기","박찬일 글  ; 한정수, 황중선 사진","모비딕북스","2019","18000","종합자료실"
"449","EM0000380438","309.1255-기63ㅇ","오스트리아","피터 기에러 지음 ; 임소연 옮김","시그마북스","2019","11500","종합자료실"
"450","EM0000380439","331.3713011-김91ㅈ","재일조선인  : 우리가 외면한 동포","김한조 글·그림","여우고개","2019","15000","종합자료실"
"451","EM0000380440","911.072-김66ㅇ=2","우린 너무 몰랐다  : 해방, 제주4·3과 여순민중항쟁","김용옥 지음","통나무","2019","18000","종합자료실"
"452","EM0000380441","985.02-차19ㅇ","이지 남미 : 멕시코 쿠바  : 페루, 볼리비아, 칠레, 아르헨티나, 브라질","차기열 , 강혜원 , 김현각 지음","이지앤북스","2019","23000","종합자료실"
"453","EM0000380442","911.05-일19","일기의 행간에서 조선의 삶과 문화 깊이 읽기","장윤수 외 지음","새물결","2018","20000","종합자료실"
"454","EM0000380443","984.202-저58","(Just go) 미국 동부  : 뉴욕·보스턴·워싱턴 D.C.·필라델피아·나이아가라·시카고","윤영주, 서태경 지음","시공사","2019","17000","종합자료실"
"455","EM0000380444","984.302-저58","(Just go) 쿠바·칸쿤  = Cuba·Cancn  : 멕시코시티  : 2019년~2020년 최신정보","윤인혁 지음","시공사","2019","18500","종합자료실"
"456","EM0000380445","334.4-강69ㅈ","전쟁과 희생  : 한국의 전사자 숭배","강인철 지음","역사비평사","2019","28000","종합자료실"
"457","EM0000380446","911.05-박64ㅈ","정조와 채제공, 그리고 정약용  : 조선 르네상스를 이끈 3명의 인물로 본 생생한 18세기 역사","박영규 지음","김영사","2019","15000","종합자료실"
"458","EM0000380447","911.059-최94ㅈ","정탐  : 제국일본, 조선을 엿보다","최혜주 지음","한양대학교","2019","20000","종합자료실"
"459","EM0000380448","911.066-박16ㅈ","제국에서 민국으로 가는 길  : 대한민국 임시정부 27년을 걷다","박광일 글  ; 신춘호 사진","생각정원","2019","18000","종합자료실"
"460","EM0000380449","중912.07-조16ㅈ","(조관희 교수의) 중국 현대사  : 신해혁명부터 홍콩 반환까지","조관희 지음","청아","2019","22000","중국문화정보실"
"461","EM0000380450","370.911-조53","조선의 서당에서 배우는 사회적 교육의 지혜 : 16세기 안동 지역 서당 분포와 변화 양상","이병훈, 김자운, 정경주, 이수환, 정순우, 이남옥 지음","새물결","2018","23000","종합자료실"
"462","EM0000380451","911.05-신73ㅊ","(조선의 천재들이 벌인) 참혹한 전쟁  : 조선을 뒤흔든 정여립과 기축옥사의 음모를 밝히다","신정일 지음","상상","2019","17000","종합자료실"
"463","EM0000380452","중377.012-하65ㅈ","중국 대학교의 기원과 북경대학교","하오핑 지음  ; 진염평 옮김","신구학원신구문화사","2019","25000","중국문화정보실"
"464","EM0000380453","중309.112-엄64ㅈ","중국근대문화연구","엄영욱, 이종민, 정영호 공저","전남대학교","2019","17000","중국문화정보실"
"465","EM0000380454","중309.112-김832ㅈ","중국사람 이야기","김태관 지음","신아사","2018","13000","중국문화정보실"
"466","EM0000380455","중340.912-김69ㅈ","중국의 부패 관성과 반부패 정책 대응  : 동학(動學), 성과와 한계","김익수 지음","아연","2019","17000","중국문화정보실"
"467","EM0000380456","816.7-나14ㅈ","지니 in 부다페스트  : 일기 쓰러 갔어요","나경진 지음","렛츠book(렛츠북)","2019","11500","종합자료실"
"468","EM0000380457","609.11-정94ㅊ","추사 김정희와 한중일 학술 교류","정혜린 지음","신구학원 신구문화사","2019","25000","종합자료실"
"469","EM0000380458","984.302-주55ㅋ","칸쿤 홀리데이 = Cancun","주소은 글 ; 한기호 사진","꿈의지도","2019","15000","종합자료실"
"470","EM0000380459","911.059-안77","평화주의자 안중근의사","장덕환 엮음","해맞이미디어","2019","15000","종합자료실"
"471","EM0000380460","980.24-안79ㅂ","(프렌즈) 방콕  = Bangkok  : 파타야.깐짜나부리.아유타야.꼬 싸멧  : 최신판 season8 '19~'20","안진헌 지음","중앙books","2019","16000","종합자료실"
"472","EM0000380461","중981.2126-전34ㅂ","(프렌즈) 베이징 = Beijing : Season6 '19~'20","전명윤, 김영남 지음","중앙books","2019","15000","중국문화정보실"
"473","EM0000380462","911-김73ㅎ","한국사 영화관. 근현대 편, 18편의 영화로 읽는 20세기 한국사","김정미 지음","메멘토","2019","16000","종합자료실"
"474","EM0000380463","911-김73ㅎ","한국사 영화관. 전근대 편, 18편의 영화로 읽는 삼국, 고려, 조선 시대사","김정미 지음","메멘토","2019","16000","종합자료실"
"475","EM0000380464","중911.05-한77","한중연사 : 랴오닝·요녕 : 랴오닝은 서울로, 서울은 랴오닝으로","요녕성 중한우호협회 ; 한중문화우호협회 지음","부민문화사","2019","30000","중국문화정보실"
"476","EM0000380465","309.1258-맥239ㅎ","헝가리  : 세계의 풍습과 문화가 궁금한 이들을 위한 필수 안내서","브라이언 맥린, 케스터 에디 지음 ; 박수철 옮김","시그마북스","2019","11500","종합자료실"
"477","EM0000380466","중912.01-복19ㅎ","홍산문화의 이해  : 한국과 중국문명의 기원","복기대 지음","우리역사연구재단","2019","25000","중국문화정보실"
"478","EM0000380563","J004.077-씨63ㅋ-1","(끝짱) 컴퓨터 영재 만들기. 1, 컴퓨터를 처음 접하는 어린이를 위한 입문서","씨엔씨에듀 R&D 지음","씨엔씨에듀","2018","8000","어린이열람실"
"479","EM0000380564","J005.1-놀69","(컴퓨팅 사고력을 키워 주는) 놀이와 함께 온 코딩","김남희, 김윤숙, 류설희, 류은숙, 박소연, 안선환, 오은주, 정은영 지음","지식과감성#","2018","15000","어린이열람실"
"480","EM0000380565","J005.1-조66ㅁ","마이크로비트 하자 생활 코딩 하자","조용남, 박성진, 김재홍, 이승민 지음","테크빌교육","2019","19000","어린이열람실"
"481","EM0000380566","J005.1-이51ㅁ","마인크래프트로 시작하는 코딩 : 게임으로 재미있게 배워보는 코딩 첫 시작!","이상원 지음","영진닷컴;","2019","12000","어린이열람실"
